modelo,target,cv_splits,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
RandomForestClassifier,Discount Applied,5,0.9235654948733621,0.009895685346862903,0.837948717948718,0.015182432146756353,0.7817106356183403,0.0258681066612198,0.9265862653974837,0.018651905248791026,0.6774182658137882,0.041213643887485864
