modelo,target,cv_splits,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
LogisticRegression,Discount Applied,5,0.9178251124228611,0.012183926000602762,0.8066666666666666,0.011900309113715169,0.7716231714283952,0.017448679622434866,0.7837929622558851,0.015773092194526942,0.7609026297085999,0.03470274275543298
